message,class
ละคร ด้วย มัน ก็ เลย ดู แบบ เออ ใช่ ม กาม ชัด ขึ้น,9arm
มา ทันที อ่ะ โอ โมเดล เดิม อ่ะ ก็ เถียง กัน ไป คุณ ก็ ดู เอา แล้วกัน ว่า อัน ไหน จริง ไม่ จริง ใช่ ป่ะ ผม รู้สึก ว่า พอดู ไป แล้ว เนี่ย ความรู้สึก ที่ ให้ ก็ คือ มัน เหมือนกับ วีดีโอ ที่ เรา ดู Gen AI ขึ้น มา ใช่ มั้ย ผม ก็ นั่ง ถาม ตัวเอง ว่า เฮ้ย ไอ้ แบบ เนี้ย มัน เป็น เพราะอะไร วะ ทำไม มัน ถึง ดู เหมือนกับ วีดีโอ ที่ เรา ไป ใช้ แบบ เอ่อ ให้ เจน วดี โอ ขึ้น มา แล้ว แสง เงา มัน จะ เป็น ประมาณ นี้ นะ ครับ คำตอบ ของ อันนี้ แย่ จัด,9arm
อันนี้ คือ แบบ อายุ เปลี่ยน อ่ะ ใช่ ป่ะ แต่ ทำไม มัน ถึง ดูเหมือน AI อะไร งี้ จริงๆ เา บอ กว่า มนุษย์ เรา เนี่ย เวลา ดู หน้า คน เนี่ย เรา จะ,9arm
เห็นชัด เพราะว่า เรา เรา เก่ง เรื่อง การ มอง หน้า คน แล้ว พอ เวลา หน้า คน มัน มี อะไร แปลก ๆ อ่ะ,9arm
เรา จะ รู้สึก ว่า ทำไม มัน มี อะไร ติดขัด ซึ่ง อันนี้ ความรู้สึก นั้น เรา รู้สึก ว่า เออ มัน,9arm
มัน ติดขัด เล็กน้อย ใช่ ป่ะ,9arm
ทีนี้ ผม คิด ว่า Player ส่วนใหญ่ ไม่ ชอบ นะ,9arm
รู้สึก ว่า มัน แบบ มัน ไม่ โอเค อ่ะ อาจจะ มี บาง,9arm
กลุ่ม ที่ ชอบ แต่ กลุ่ม ที่ ชอบ เก็จ ะ บอ กว่า อ้า,9arm
คุณ ไม่ ชอบ คุณ ก็ ปิด ทิ้ง ไป ดิ เออ ก็ ไม่ เห็น เป็นไร เลย เออ แค่นี้ มี ให้ เป็น ทางเลือก เฉย ๆ,9arm
อันนี้ เป็น option ให้ developer นะ ใน การ ทำ ซึ่ง Nvidia ก็ บอ กว่า เนี่ย คุณ สามารถ ที่ จะ จูน ได้ หมด เลย ว่า คุณ อยาก เอา เบา หรือ เอา แรง ๆ อยาก ใช้ AI เบา ๆ หรือ อยาก ใช้ AI แรง ๆ,9arm
คุณ สามารถ ที่จะ เลือก ได้ เลย ว่า ใช้ แค่ จุด นี้ แล้วก็ ไม่ ใช้กับ จุด นั้น คุณ ยังมี Creative Control เหมือนเดิม แต่ว่า ป,9arm
ประเด็น ของ เรื่อง นี้ ก็ คือ ว่า ผม ไม่ แน่ใจ ว่า เค้า ถาม เกม Developer หรือยัง คือ ที่ เรื่อง นี้ มัน เป็น ประเด็น เพราะว่า เกม พวก,9arm
นี้ คือ เกม ที่ เรา รู้จัก แล้วก็ รัก เล่น มา,9arm
แล้ว ใช่ ป่ะ คือ เรา ไม่ ใช่ ว่า มัน เป็น เกม ใหม่ ออกมา แล้วก็ เป็น ลุค แรก ที่ เรา เห็น นึกออก,9arm
ป่ะ แต่ว่า เกม พวก นี้ คือ ตัวละคร ที่ เรา ที่ เรา คุ้นตา อยู่แล้ว อ่ะ แล้วก็ เอา ใส่ เข้าไป,9arm
แล้ว รู้สึก ว่า เฮ้ย มัน เหมือน จะ ไม่ ใช่ เกม เดียวกัน เลย นะ โยม ใช่ ป่ะ แต่ กลับกัน ถ้า เกิด ว่า เทคโนโลยี นี้ ถูก ใช้ ใน การ สร้าง เกม ใหม่ ขึ้น มา มัน อาจจะ เวิร์ค ก็ ได้ ทุกคน มัน อาจจะ เป็น แบบ ว่า อ๋อ เพราะว่า อติ คิด ว่า เออ Render แบบนี้ การ์ด จอ แรง ไม่,9arm
พอ แน่ เรา เปลี่ยนไป ใช้ AI เลย ดีกว่า ตั้ง,9arm
แต่แรก เลย แล้วก็ มา นั่ง าฟ ว่า โอเค ตัวละคร ของ เรา หน้าตา จะ ต้อง เป็น แบบนี้ นะ แล้วก็ ใช้,9arm
แสง ประมาณ นี้ นี่ คือ ลุค ที่ เรา อยากได้ โดย ใช้ DLSS ถ้า เกิด ว่า มัน เป็น เกม ใหม่ มัน อาจ จะ โอเค แต่ว่า แน่นอน Demo นี้ ใช้ เกม ที่ เรา รู้จัก อยู่แล้ว มัน ก็ เลย ดู แปลก ๆ ทีนี้ ประเด็น ต่อมา ก็ คือ ว่า สมมุติ ว่า อันนี้ คือ เทคโนโลยี ของ Nvidia ใช่ ม สมมุติ ว่า อีก ค่าย นึง พัฒนา แบบ เทคโนโลยี คล้ายๆ กัน มา อ่า คล้ายๆ กัน มา เลย บอ กว่า อันนี้ เรียก DLSS 5 อีก ค่าย นึง อาจจะ เรียก FSR 800 ไม่ รู้ อ่ะ,9arm
ใช่ มั้ทำ มา ประเด็น ก็ คือ โมเดล เท รน กัน มา คนละ ตัว ใช้ วิธี แตก ต่างกัน เล็กน้อย คุณ,9arm
คิดดู ว่า ถ้า สมมุติ คุณ เปิด DLSS 5 คุณ ได้,9arm
ภาพ แบบ นึง แต่ว่า ถ้า เกิด ว่า คุณ เปิด ไม่ รู้ FSR 800 ของ ผม คุณ จะ ได้ ภาพ อีก แบบ นึง เพราะว่า โมเดล มัน ไม่ เหมือนกัน มัน เรียนรู้,9arm
เอ่อ ฟิสิกส์ ไม่ เหมือนกัน ก็ แปล ว่า คุณ เหมือนกับ คุณ มี il ิเตอร์ ของ แต่ละ ค่าย เลย,9arm
ว่า คุณ จะ ใช้ ฟิเตอร์ ค่าย ไหน แล้ว เกม จะ ออกมา,9arm
เป็น ลุค ไหน ถูก มั้ย แล้ว ทีนี้ คิดถึง มุมมอง ของ ผู้พัฒนา เกม ว่า อ้าว แล้ว เรา จะ ต้อง ทำให้ มัน เข้ากับ ฟิเตอร์ ของ การ์ด จอ ค่าย ไหน นึก ออก มั้ย ถ้า สมมุติ ว่า เกม นี้ บอ กว่า เกม นี้ ผม ทำ ฟิเตอร์ มา ให้ ท ให้ รัน บน อ่า การ์ด จอ ของ Nvidia เท่านั้น ครับ อีก ค่าย นึง คุณ ก็ เปิด,9arm
